Speaker,Session,gloss1,AOP,subj_session
Naima,010910,boo+boo,21,Naima_21
Naima,010910,if,21,Naima_21
Naima,010910,child,21,Naima_21
Naima,010910,walked,21,Naima_21
Naima,010910,would,21,Naima_21
Naima,010910,doesn't,21,Naima_21
Naima,010915,soup,21,Naima_21
Naima,010915,touched,21,Naima_21
Naima,010915,zoo,21,Naima_21
Naima,010921,us,21,Naima_21
Naima,010921,been,21,Naima_21
Naima,010921,who'll,21,Naima_21
Naima,010925,sees,21,Naima_21
Naima,010925,gets,21,Naima_21
Naima,010620,looking,18,Naima_18
Naima,010925,fits,21,Naima_21
Naima,010925,staying,21,Naima_21
Naima,010925,needs,21,Naima_21
Naima,010925,walks,21,Naima_21
Naima,011005,dad,22,Naima_22
Naima,011005,cock_a_doodle,22,Naima_22
Naima,011005,built,22,Naima_22
Naima,011005,lamb,22,Naima_22
Naima,011012,sick,22,Naima_22
Naima,011012,nap,22,Naima_22
Naima,011018,ups,22,Naima_22
Naima,011027,loved,22,Naima_22
Naima,011107,splash,23,Naima_23
Naima,010910,because,21,Naima_21
Naima,010609,gonna,18,Naima_18
Naima,010511,wanna,17,Naima_17
Naima,011107,i've,23,Naima_23
Naima,011107,got_to,23,Naima_23
Naima,011107,jump,23,Naima_23
Naima,011107,knocks,23,Naima_23
Naima,011116,jumped,23,Naima_23
Naima,011122,spilled,23,Naima_23
Naima,010511,table,17,Naima_17
Naima,011122,showing,23,Naima_23
Naima,010410,daddy,16,Naima_16
Naima,011122,knocked,23,Naima_23
Naima,011122,ice,23,Naima_23
Naima,011126,tool+box,23,Naima_23
Naima,010221,sleeping,14,Naima_14
Naima,011126,coat,23,Naima_23
Naima,011126,touch,23,Naima_23
Naima,020004,it's,24,Naima_24
Naima,020004,finds,24,Naima_24
Naima,020017,tongue,24,Naima_24
Naima,020017,toy+box,24,Naima_24
Naima,020100,please,25,Naima_25
Naima,020100,salt,25,Naima_25
Naima,020100,showed,25,Naima_25
Naima,020100,glass,25,Naima_25
Naima,020100,yum,25,Naima_25
Naima,020100,lip,25,Naima_25
Naima,020100,you'll,25,Naima_25
Naima,020110,belt,25,Naima_25
Naima,020110,hen,25,Naima_25
Naima,020116,wipe,25,Naima_25
Naima,020116,thought,25,Naima_25
Naima,020116,wasn't,25,Naima_25
Naima,010609,making,18,Naima_18
Naima,020124,played,25,Naima_25
Naima,020124,sad,25,Naima_25
Naima,020202,pool,26,Naima_26
Naima,020202,build,26,Naima_26
Naima,020202,looked,26,Naima_26
Naima,020211,stands,26,Naima_26
Naima,020217,duckie,26,Naima_26
Naima,020217,lamp,26,Naima_26
Naima,020306,it'll,27,Naima_27
Naima,020306,fast,27,Naima_27
Naima,020306,catched,27,Naima_27
Naima,020306,knock+knock,27,Naima_27
Naima,020306,being,27,Naima_27
Naima,020316,why's,27,Naima_27
Naima,020316,seeing,27,Naima_27
Naima,020316,sled,27,Naima_27
Naima,020324,mad,27,Naima_27
Naima,020324,ouch,27,Naima_27
Naima,020324,ow,27,Naima_27
Naima,020324,why'd,27,Naima_27
Naima,020324,you've,27,Naima_27
Naima,020411,thinks,28,Naima_28
Naima,020411,tastes,28,Naima_28
Naima,010502,good_night,17,Naima_17
Naima,020424,woke,28,Naima_28
Naima,020424,picked,28,Naima_28
Naima,020424,falls,28,Naima_28
Naima,020424,pea,28,Naima_28
Naima,010207,basket,14,Naima_14
Naima,020427,wouldn't,28,Naima_28
Naima,020517,cooks,29,Naima_29
Naima,020517,each,29,Naima_29
Naima,020517,loves,29,Naima_29
Naima,020518,takes,29,Naima_29
Naima,020518,pulled,29,Naima_29
Naima,020527,cooked,29,Naima_29
Naima,020527,fine,29,Naima_29
Naima,020625,swims,30,Naima_30
Alex,010427,hello,16,Alex_16
Alex,010614,uhoh,18,Alex_18
Alex,010707,baby,19,Alex_19
Alex,010726,balloon,19,Alex_19
Alex,010726,doggy,19,Alex_19
Alex,010811,bunny,20,Alex_20
Alex,010811,cookie,20,Alex_20
Alex,010811,sticky,20,Alex_20
Alex,010825,yellow,20,Alex_20
Alex,010908,away,21,Alex_21
Alex,011103,listen,23,Alex_23
Alex,011117,happy,23,Alex_23
Alex,011127,wanna,23,Alex_23
Alex,020012,candy+canes,24,Alex_24
Alex,020117,puppy,25,Alex_25
Alex,020117,daddy,25,Alex_25
Alex,020117,puzzle,25,Alex_25
Alex,020200,mommy,26,Alex_26
Alex,020314,auntie,27,Alex_27
Alex,020326,basket,27,Alex_27
Alex,020326,about,27,Alex_27
Alex,020326,let,27,Alex_27
Alex,020425,bucket,28,Alex_28
Alex,020425,smily,28,Alex_28
Alex,020425,table,28,Alex_28
Alex,020425,isn't,28,Alex_28
Alex,020425,finished,28,Alex_28
Alex,020425,glasses,28,Alex_28
Alex,020425,gonna,28,Alex_28
Alex,020509,outside,29,Alex_29
Alex,020509,dish,29,Alex_29
Alex,020509,people,29,Alex_29
Alex,020509,lady,29,Alex_29
Alex,020509,kissing,29,Alex_29
Alex,020509,potty,29,Alex_29
Alex,020523,myself,29,Alex_29
Alex,020523,any,29,Alex_29
Alex,020523,chocolate,29,Alex_29
Alex,020606,window,30,Alex_30
Alex,020606,hitting,30,Alex_30
Alex,020606,jello,30,Alex_30
Alex,020606,jelly,30,Alex_30
Alex,020606,melon,30,Alex_30
Alex,020606,pancake,30,Alex_30
Alex,020606,ankle,30,Alex_30
Alex,020606,tissue,30,Alex_30
Alex,020620,pickle,30,Alex_30
Alex,020620,sleepy,30,Alex_30
Alex,020620,jumping,30,Alex_30
Alex,020620,tv,30,Alex_30
Alex,020620,pizza,30,Alex_30
Alex,020620,money,30,Alex_30
Lily,010102,doggie,13,Lily_13
Lily,010102,daddy,13,Lily_13
Lily,010117,baby,13,Lily_13
Lily,010117,puppy,13,Lily_13
Lily,010117,teddy,13,Lily_13
Lily,010213,kitty,14,Lily_14
Lily,010508,woofy,17,Lily_17
Lily,010521,doggy,17,Lily_17
Lily,010701,cookie,19,Lily_19
Lily,010719,auntie,19,Lily_19
Lily,010719,potty,19,Lily_19
Lily,010719,kitty+cat,19,Lily_19
Lily,010719,bubbles,19,Lily_19
Lily,010719,away,19,Lily_19
Lily,010803,apple,20,Lily_20
Lily,010803,tv,20,Lily_20
Lily,010803,uhoh,20,Lily_20
Lily,010814,yellow,20,Lily_20
Lily,010814,happy,20,Lily_20
Lily,010814,ankle,20,Lily_20
Lily,010814,bunny,20,Lily_20
Lily,010814,blanky,20,Lily_20
Lily,010814,sleeping,20,Lily_20
Lily,010912,smily,21,Lily_21
Lily,010912,snowman,21,Lily_21
Lily,010912,sticky,21,Lily_21
Lily,010912,glasses,21,Lily_21
Lily,010912,yummy,21,Lily_21
Lily,010925,pillow,21,Lily_21
Lily,010925,table,21,Lily_21
Lily,010925,yucky,21,Lily_21
Lily,010925,hello,21,Lily_21
Lily,010925,coffee,21,Lily_21
Lily,010925,tickle,21,Lily_21
Lily,010925,gentle,21,Lily_21
Lily,010925,melon,21,Lily_21
Lily,010925,pickle,21,Lily_21
Lily,011009,thinking,22,Lily_22
Lily,011009,walking,22,Lily_22
Lily,011009,sitting,22,Lily_22
Lily,011009,hugging,22,Lily_22
Lily,011009,chocolate,22,Lily_22
Lily,011009,tiny,22,Lily_22
Lily,011009,pencil,22,Lily_22
Lily,011009,blanket,22,Lily_22
Lily,011009,monkey,22,Lily_22
Lily,011022,outside,22,Lily_22
Lily,011022,hiding,22,Lily_22
Lily,011022,kissing,22,Lily_22
Lily,011022,bottle,22,Lily_22
Lily,011107,necklace,23,Lily_23
Lily,011107,behind,23,Lily_23
Lily,011107,asleep,23,Lily_23
Lily,011107,soda,23,Lily_23
Lily,011107,money,23,Lily_23
Lily,011107,jelly,23,Lily_23
Lily,011107,tickles,23,Lily_23
Lily,011126,donkey,23,Lily_23
Lily,011126,good_night,23,Lily_23
Lily,011126,lollie,23,Lily_23
Lily,011126,spilling,23,Lily_23
Lily,011126,bucket,23,Lily_23
Lily,011126,mitten,23,Lily_23
Lily,011126,wanna,23,Lily_23
Lily,011126,awake,23,Lily_23
Lily,020004,puzzle,24,Lily_24
Lily,020004,window,24,Lily_24
Lily,020011,sofa,24,Lily_24
Lily,020011,pizza,24,Lily_24
Lily,020011,tickled,24,Lily_24
Lily,020011,taking,24,Lily_24
Lily,020011,about,24,Lily_24
Lily,020011,sleepy,24,Lily_24
Lily,020011,kitchen,24,Lily_24
Lily,020011,button,24,Lily_24
Lily,020011,balloon,24,Lily_24
Lily,020011,candy,24,Lily_24
Lily,020023,cutting,24,Lily_24
Lily,020023,diaper,24,Lily_24
Lily,020023,putting,24,Lily_24
Lily,020023,donut,24,Lily_24
Lily,020108,muffin,25,Lily_25
Lily,020115,climbing,25,Lily_25
Lily,020115,shopping,25,Lily_25
Lily,020115,tissue,25,Lily_25
Lily,020115,pony,25,Lily_25
Lily,020115,hoses,25,Lily_25
Lily,020115,people,25,Lily_25
Lily,020115,making,25,Lily_25
Lily,020123,pudding,25,Lily_25
Lily,020123,getting,25,Lily_25
Lily,020123,myself,25,Lily_25
Lily,020201,having,26,Lily_26
Lily,020201,eating,26,Lily_26
Lily,020215a,movie,26,Lily_26
Lily,020215a,uncle,26,Lily_26
Lily,020215a,tummy,26,Lily_26
Lily,020215a,penny,26,Lily_26
Lily,020227,falling,26,Lily_26
Lily,020227,oven,26,Lily_26
Lily,020227,penis,26,Lily_26
Lily,020227,basket,26,Lily_26
Lily,020227,police,26,Lily_26
Lily,020227,looking,26,Lily_26
Lily,020227,lady,26,Lily_26
Lily,020317,above,27,Lily_27
Lily,020317,aunty's,27,Lily_27
Lily,020402,any,28,Lily_28
Lily,020409,singing,28,Lily_28
Lily,020409,sticking,28,Lily_28
Lily,020409,doesn't,28,Lily_28
Lily,020416,giving,28,Lily_28
Lily,020416,into,28,Lily_28
Lily,020428,lolly,28,Lily_28
Lily,020428,picking,28,Lily_28
Lily,020518,heavy,29,Lily_29
Lily,020518,noisy,29,Lily_29
Lily,020518,today,29,Lily_29
Lily,020518,bathing,29,Lily_29
Lily,020604,catches,30,Lily_30
Lily,020604,needed,30,Lily_30
Lily,020604,pulling,30,Lily_30
Lily,020612,biting,30,Lily_30
Lily,020618,finish,30,Lily_30
Lily,020623,licking,30,Lily_30
Lily,020623,it'll,30,Lily_30
Violet,010200,uhoh,14,Violet_14
Violet,010503,baby,17,Violet_17
Violet,010520,daddy,17,Violet_17
Violet,010603,doggy,18,Violet_18
Violet,010704,puppy,19,Violet_19
Violet,010704,yummy,19,Violet_19
Violet,010722,away,19,Violet_19
Violet,010722,naughty,19,Violet_19
Violet,010722,monkey,19,Violet_19
Violet,010805,helping,20,Violet_20
Violet,010805,table,20,Violet_20
Violet,010805,sweepie,20,Violet_20
Violet,010805,any,20,Violet_20
Violet,010805,kitty+cat,20,Violet_20
Violet,010805,money,20,Violet_20
Violet,010822,pencil,20,Violet_20
Violet,010907,about,21,Violet_21
Violet,010907,bunny,21,Violet_21
Violet,010907,candy,21,Violet_21
Violet,010907,yellow,21,Violet_21
Violet,010925,puzzle,21,Violet_21
Violet,011012,pizza,22,Violet_22
Violet,011012,glasses,22,Violet_22
Violet,011027,jelly,22,Violet_22
Violet,011027,donut,22,Violet_22
Violet,011027,bucket,22,Violet_22
Violet,011027,gonna,22,Violet_22
Violet,011115,apple,23,Violet_23
Violet,011115,hello,23,Violet_23
Violet,011115,doesn't,23,Violet_23
Violet,011115,walking,23,Violet_23
Violet,011128,sitting,23,Violet_23
Violet,011128,catching,23,Violet_23
Violet,011128,making,23,Violet_23
Violet,020013,wanna,24,Violet_24
Violet,020027,today,24,Violet_24
Violet,020027,coffee,24,Violet_24
Violet,020110,doggies,25,Violet_25
Violet,020110,finished,25,Violet_25
Violet,020110,pulling,25,Violet_25
Violet,020110,cookie,25,Violet_25
Violet,020110,chocolate,25,Violet_25
Violet,020110,donkey,25,Violet_25
Violet,020110,got_to,25,Violet_25
Violet,020110,necklace,25,Violet_25
Violet,020110,tissue,25,Violet_25
Violet,020110,blanket,25,Violet_25
Violet,020119,tickle,25,Violet_25
Violet,020211,mitten,26,Violet_26
Violet,020211,singing,26,Violet_26
Violet,020211,pony,26,Violet_26
Violet,020211,pickle,26,Violet_26
Violet,020211,tiny,26,Violet_26
Violet,020211,kissing,26,Violet_26
Violet,020305,sleeping,27,Violet_27
Violet,020305,window,27,Violet_27
Violet,020305,pushing,27,Violet_27
Violet,020305,closet,27,Violet_27
Violet,020305,skating,27,Violet_27
Violet,020305,tonight,27,Violet_27
Violet,020305,bottle,27,Violet_27
Violet,020312,looking,27,Violet_27
Violet,020312,having,27,Violet_27
Violet,020319,hiding,27,Violet_27
Violet,020319,outside,27,Violet_27
Violet,020319,above,27,Violet_27
Violet,020319,waiting,27,Violet_27
Violet,020319,jumping,27,Violet_27
Violet,020501,teddy,29,Violet_29
Violet,020501,kitchen,29,Violet_29
Violet,020501,potty,29,Violet_29
Violet,020501,basket,29,Violet_29
Violet,020501,finish,29,Violet_29
Violet,020501,pancake,29,Violet_29
Violet,020515,sleepy,29,Violet_29
Violet,020515,taping,29,Violet_29
Violet,020515,cowboy,29,Violet_29
Violet,020515,button,29,Violet_29
Violet,020515,kicking,29,Violet_29
Violet,020515,soda,29,Violet_29
Violet,020110,elephant,25,Violet_25
Violet,020527,talking,29,Violet_29
Violet,020616,shh,30,Violet_30
Violet,020616,listen,30,Violet_30
William,010412,doggie,16,William_16
William,010412,doggy,16,William_16
William,010427,button,16,William_16
William,010427,apple,16,William_16
William,010605,uhoh,18,William_18
William,010605,bubbles,18,William_18
William,010605,daddy,18,William_18
William,010605,hello,18,William_18
William,010605,kitty,18,William_18
William,010619,cookie,18,William_18
William,010619,baby,18,William_18
William,010619,yellow,18,William_18
William,010619,doggies,18,William_18
William,010619,potty,18,William_18
William,010619,outside,18,William_18
William,010619,donkey,18,William_18
William,010708,monkey,19,William_19
William,010708,window,19,William_19
William,010802,puzzle,20,William_20
William,010802,awake,20,William_20
William,010802,gonna,20,William_20
William,010802,wanna,20,William_20
William,010802,licking,20,William_20
William,010802,puppy,20,William_20
William,010802,balloon,20,William_20
William,010814,away,20,William_20
William,010814,kitty+cat,20,William_20
William,010814,today,20,William_20
William,010814,tv,20,William_20
William,010814,behind,20,William_20
William,010829,bucket,20,William_20
William,010912,yummy,21,William_21
William,010912,table,21,William_21
William,010927,glasses,21,William_21
William,011012,good_night,22,William_22
William,011012,snowman,22,William_22
William,011012,kicking,22,William_22
William,011012,sleeping,22,William_22
William,011012,finished,22,William_22
William,011100,about,23,William_23
William,011100,blanky,23,William_23
William,020012,tissue,24,William_24
William,020028,bunny,24,William_24
William,020028,finish,24,William_24
William,020127,yucky,25,William_25
William,020127,pancake,25,William_25
William,020127,smily,25,William_25
William,020209,basket,26,William_26
William,020221,gentle,26,William_26
William,020221,napkin,26,William_26
William,020307,skating,27,William_27
William,020307,tickle,27,William_27
William,020319,pushing,27,William_27
William,020403,let,28,William_28
William,020403,hiding,28,William_28
William,020403,stopping,28,William_28
William,020416,listen,28,William_28
William,020500,walking,29,William_29
William,020500,taking,29,William_29
William,020516,climbing,29,William_29
William,020516,singing,29,William_29
William,020529,making,29,William_29
William,020612,falling,30,William_30
Naima,001126,hello,11,Naima_11
Naima,010014,baby,12,Naima_12
Naima,010014,kitty+cat,12,Naima_12
Naima,010026,duckling,12,Naima_12
Naima,010026,bottle,12,Naima_12
Naima,010026,balloon,12,Naima_12
Naima,010026,blanket,12,Naima_12
Naima,010111,coffee,13,Naima_13
Naima,010111,tissue,13,Naima_13
Naima,010124,apple,13,Naima_13
Naima,010124,button,13,Naima_13
Naima,010207,sofa,14,Naima_14
Naima,010207,jacket,14,Naima_14
Naima,010221,sleepy,14,Naima_14
Naima,010221,puppy,14,Naima_14
Naima,010307,people,15,Naima_15
Naima,010312,uhoh,15,Naima_15
Naima,010312,pony,15,Naima_15
Naima,010312,shovel,15,Naima_15
Naima,010312,bucket,15,Naima_15
Naima,010312,heavy,15,Naima_15
Naima,010312,cowboy,15,Naima_15
Naima,010312,puppy+dog,15,Naima_15
Naima,010312,singing,15,Naima_15
Naima,010312,yucky,15,Naima_15
Naima,010312,doggy,15,Naima_15
Naima,010325,lady,15,Naima_15
Naima,010325,tummy,15,Naima_15
Naima,010325,yummy,15,Naima_15
Naima,010325,noisy,15,Naima_15
Naima,010325,bubbles,15,Naima_15
Naima,010403,bunny,16,Naima_16
Naima,010403,tiny,16,Naima_16
Naima,010403,sticky,16,Naima_16
Naima,010403,hiding,16,Naima_16
Naima,010403,kissing,16,Naima_16
Naima,010403,kitty,16,Naima_16
Naima,010403,away,16,Naima_16
Naima,010410,applesauce,16,Naima_16
Naima,010410,outside,16,Naima_16
Naima,010416,shaking,16,Naima_16
Naima,010416,monkey,16,Naima_16
Naima,010416,eating,16,Naima_16
Naima,010416,sitting,16,Naima_16
Naima,010416,walking,16,Naima_16
Naima,010423,doggie,16,Naima_16
Naima,010423,happy,16,Naima_16
Naima,010502,shopping,17,Naima_17
Naima,010502,jumping,17,Naima_17
Naima,010502,glasses,17,Naima_17
Naima,010502,yellows,17,Naima_17
Naima,010502,yellow,17,Naima_17
Naima,010511,tickle,17,Naima_17
Naima,010511,picnic,17,Naima_17
Naima,010524,pencil,17,Naima_17
Naima,010524,duckies,17,Naima_17
Naima,010524,climbing,17,Naima_17
Naima,010524,talking,17,Naima_17
Naima,010524,about,17,Naima_17
Naima,010524,biting,17,Naima_17
Naima,010524,potty,17,Naima_17
Naima,010524,hugging,17,Naima_17
Naima,010604,money,18,Naima_18
Naima,010604,today,18,Naima_18
Naima,010604,listen,18,Naima_18
Naima,010604,kitchen,18,Naima_18
Naima,010604,falling,18,Naima_18
Naima,010604,giving,18,Naima_18
Naima,010604,having,18,Naima_18
Naima,010604,taking,18,Naima_18
Naima,010604,feeding,18,Naima_18
Naima,010604,pushing,18,Naima_18
Naima,010604,smily,18,Naima_18
Naima,010609,pillow,18,Naima_18
Naima,010609,helping,18,Naima_18
Naima,010609,putting,18,Naima_18
Naima,010609,getting,18,Naima_18
Naima,010609,pizza,18,Naima_18
Naima,010609,hidden,18,Naima_18
Naima,010609,picking,18,Naima_18
Naima,010609,taping,18,Naima_18
Naima,010609,soda,18,Naima_18
Naima,010609,closing,18,Naima_18
Naima,010620,cutting,18,Naima_18
Naima,010620,ducklings,18,Naima_18
Naima,010620,finished,18,Naima_18
Naima,010700,let,19,Naima_19
Naima,010700,any,19,Naima_19
Naima,010700,behind,19,Naima_19
Naima,010710,licking,19,Naima_19
Naima,010723,pasta,19,Naima_19
Naima,010723,window,19,Naima_19
Naima,010801,jelly,20,Naima_20
Naima,010801,puzzle,20,Naima_20
Naima,010801,playpen,20,Naima_20
Naima,010821,pudding,20,Naima_20
Naima,010821,knocking,20,Naima_20
Naima,010821,tonight,20,Naima_20
Naima,010821,washie,20,Naima_20
Naima,010908,beddy,21,Naima_21
Naima,010910,sticking,21,Naima_21
Naima,010910,finish,21,Naima_21
Naima,010915,waking,21,Naima_21
Naima,010915,baby+doll,21,Naima_21
Naima,010921,into,21,Naima_21
Naima,010921,biggest,21,Naima_21
Naima,010925,isn't,21,Naima_21
Naima,011005,soaping,22,Naima_22
Naima,011005,hitting,22,Naima_22
Naima,011012,snowman,22,Naima_22
Naima,011027,pancake,22,Naima_22
Naima,011027,eated,22,Naima_22
Naima,011107,necklace,23,Naima_23
Naima,020004,ankle,24,Naima_24
Naima,020012,naughty,24,Naima_24
Naima,020012,muffin,24,Naima_24
Naima,010511,elephant,17,Naima_17
Naima,020124,touching,25,Naima_25
Naima,020124,police,25,Naima_25
Naima,020124,tv,25,Naima_25
Naima,020211,movies,26,Naima_26
Naima,020217,needed,26,Naima_26
Naima,020306,thinking,27,Naima_27
Naima,020306,oven,27,Naima_27
Naima,020316,pulling,27,Naima_27
Naima,020324,closet,27,Naima_27
Naima,020411,movie,28,Naima_28
Naima,020411,stopping,28,Naima_28
Naima,020424,chasing,28,Naima_28
Naima,020424,asleep,28,Naima_28
Naima,020424,bathing,28,Naima_28
Naima,020427,teddy,28,Naima_28
Naima,010710,pajama,19,Naima_19
Naima,020514,myself,29,Naima_29
Naima,020515,waiting,29,Naima_29
Naima,020519,camping,29,Naima_29
Naima,020527,wiping,29,Naima_29
Naima,020527,haven't,29,Naima_29
Naima,020527,needing,29,Naima_29
Alex,011127,elephant,23,Alex_23
Alex,020012,lollipop,24,Alex_24
Alex,020425,banana,28,Alex_28
Alex,020509,animal,29,Alex_29
Alex,020523,vanilla,29,Alex_29
Alex,020606,potato,30,Alex_30
Alex,020620,telephone,30,Alex_30
Lily,010912,animal,21,Lily_21
Lily,011009,elephant,22,Lily_22
Lily,011022,potato,22,Lily_22
Lily,011107,lollipop,23,Lily_23
Lily,011107,vanilla,23,Lily_23
Lily,011107,bicycle,23,Lily_23
Lily,020011,banana,24,Lily_24
Lily,020215b,pajama,26,Lily_26
Lily,020305,vagina,27,Lily_27
Lily,020618,medicine,30,Lily_30
Violet,010822,animal,20,Violet_20
Violet,011027,lollipop,22,Violet_22
Violet,011128,bicycle,23,Violet_23
Violet,020027,popsicle,24,Violet_24
Violet,020110,medicine,25,Violet_25
Violet,020211,telephone,26,Violet_26
Violet,020515,banana,29,Violet_29
Violet,020527,pajama,29,Violet_29
William,010718,banana,19,William_19
William,010814,potato,20,William_20
William,011012,pajama,22,William_22
William,020403,lollipop,28,William_28
William,020403,animal,28,William_28
William,020516,elephant,29,William_29
Naima,010014,banana,12,Naima_12
Naima,010403,popsicle,16,Naima_16
Naima,010423,bicycle,16,Naima_16
Naima,010502,animal,17,Naima_17
Naima,010604,lollipop,18,Naima_18
Naima,010604,telephone,18,Naima_18
Naima,010723,potato,19,Naima_19
Naima,010818,listening,20,Naima_20
Naima,020017,vitamin,24,Naima_24
Naima,020116,vagina,25,Naima_25
Naima,020217,vacuuming,26,Naima_26
Naima,020424,vanilla,28,Naima_28
Naima,020518,medicine,29,Naima_29
Alex,011103,pumpkin,23,Alex_23
Lily,010814,pumpkin,20,Lily_20
Violet,020013,pumpkin,24,Violet_24
William,010814,pumpkin,20,William_20
Naima,020017,pumpkin,24,Naima_24
Lily,010803,empty,20,Lily_20
Violet,011027,empty,22,Violet_22
William,020028,empty,24,William_24
Naima,010801,empty,20,Naima_20
Alex,020620,penguin,30,Alex_30
Violet,011027,penguin,22,Violet_22
Naima,010410,penguin,16,Naima_16
Lily,011107,bathtub,23,Lily_23
Violet,011128,bathtub,23,Violet_23
Naima,010818,bathtub,20,Naima_20
Lily,020023,dancing,24,Lily_24
Violet,010907,dancing,21,Violet_21
Naima,010910,dancing,21,Naima_21
Lily,020123,windy,25,Lily_25
Violet,020110,windy,25,Violet_25
Naima,010423,windy,16,Naima_16
Lily,020215a,standing,26,Lily_26
Naima,010700,standing,19,Naima_19
Lily,020215a,holding,26,Lily_26
Violet,020119,holding,25,Violet_25
William,020307,holding,27,William_27
Naima,010604,holding,18,Naima_18
Lily,020416,sandbox,28,Lily_28
Naima,020519,sandbox,29,Naima_29
Lily,020618,sandwich,30,Lily_30
William,010912,sandwich,21,William_21
Naima,010620,sandwich,18,Naima_18
Violet,020211,finding,26,Violet_26
Naima,010609,finding,18,Naima_18
Naima,010221,bumping,14,Naima_14
Naima,010604,dumping,18,Naima_18
Naima,010609,vacuum,18,Naima_18
Naima,010915,planting,21,Naima_21
Naima,011018,fixing,22,Naima_22
Naima,020411,tasted,28,Naima_28
Naima,020517,planted,29,Naima_29
